identifier	gene_symbol	chromosome	status	n_obs	molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	description	predicted_prob
AT4G18950.1	Q93Z30	4	canonical	58.0	52.61724560000008	-0.5819172113289756	5.708590126037598	100.0	1360.4806	Integrin-linked protein kinase family	0.99999917
AT4G18960.1	AG	4	canonical	13.0	28.69285830000001	-0.8408730158730154	9.514195823669432	71.04	97.5793	K-box region and MADS-box transcription factor family protein	0.61333287
AT4G18970.1	GDL65	4	canonical	61.0	39.597963300000046	-0.1889196675900277	5.296848487854004	97.48	805.1282	GDSL-like Lipase/Acylhydrolase superfamily protein	0.9899992
AT4G18980.1	Q8GX72	4	canonical	3.0	12.516877499999984	-0.9924528301886794	6.314436912536622	80.54	286.1253	AtS40-3	0.85333264
AT4G18990.1	XTH29	4	canonical	11.0	41.21430680000001	-0.4095238095238095	8.393219566345216	81.72	46.5519	xyloglucan endotransglucosylase/hydrolase 29	0.5733329
AT4G19000.1	A0A2H1ZEN0	4	canonical	4.0	47.92305630000005	-0.9784503631961246	8.128512382507324	27.04	95.0869	Transcription elongation factor (TFIIS) family protein	0.6166662
AT4G19003.1	VPS25	4	canonical	12.0	20.681497900000004	-0.2832402234636872	5.481291007995605	99.98	122.1429	E2F/DP family winged-helix DNA-binding domain-containing protein	0.9899992
AT4G19006.1	PS13B	4	canonical	70.0	44.019938600000046	-0.038860103626943	5.113088035583496	100.0	331.2344	Proteasome component (PCI) domain protein	0.99666584
AT4G19010.1	4CLL6	4	canonical	19.0	61.95592870000013	0.1114840989399291	8.136248588562015	99.93	33.463	AMP-dependent synthetase and ligase family protein	0.9899992
AT4G19020.1	CMT2	4	canonical	24.0	145.01319580000046	-0.6277220077220078	8.638715171813967	99.81	99.6135	chromomethylase 2	0.99999917
AT4G19030.1	NIP11	4	canonical	14.0	31.7145536	0.4885135135135132	6.291303443908691	84.01	1400.1721	NOD26-like major intrinsic protein 1	0.9466659
AT4G19038.1	DF140	4	canonical	3.0	9.307024999999994	0.2666666666666664	6.532982826232909	13.13	289.5925	low-molecular-weight cysteine-rich 15	0.5533329
AT4G19040.1	EDR2	4	canonical	38.0	81.84590600000037	-0.4699164345403889	6.271409797668457	100.0	82.6014	ENHANCED DISEASE RESISTANCE 2	0.99999917
AT4G19050.1	DRL25	4	canonical	35.0	136.825660500001	-0.2810990840965852	5.527842140197753	96.67	33.6419	NB-ARC domain-containing disease resistance protein	0.89666593
AT4G19060.1	DRL26	4	canonical	15.0	43.57465300000008	-0.7892950391644897	5.591501808166503	99.89	391.6825	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0.9599992
AT4G19070.1	CDI8	4	canonical	2.0	18.309999599999998	0.1076023391812863	9.300676536560058	99.91	159.0992	Putative membrane lipoprotein	0.9699992
AT4G19100.1	PAM68	4	canonical	15.0	24.211283199999997	-0.5028037383177573	8.691450309753417	99.81	360.8152	PAM68-like protein (DUF3464)	0.9266659
AT4G19110.1	Q9C5K4	4	canonical	9.0	52.21837810000015	-0.4691973969631237	9.610318183898926	100.0	1341.9463	Protein kinase superfamily protein	0.98666584
AT4G19120.1	PMTL	4	canonical	64.0	68.33017650000023	-0.496833333333333	7.439905738830566	99.95	488.9937	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	0.99999917
AT4G19130.1	RFA1E	4	canonical	23.0	85.9906923000005	-0.5238520408163256	7.79185848236084	99.42	45.5633	Replication factor-A protein 1-like protein	0.99666584
AT4G19150.1	Q8GX17	4	canonical	28.0	25.523898800000005	-0.693827160493827	6.163074684143066	100.0	169.2244	Ankyrin repeat family protein	0.98666584
AT4G19160.1	Q949Y2	4	canonical	2.0	34.951646800000034	-0.0673076923076922	4.928304481506346	100.0	851.2823	transglutaminase family protein	0.9466659
AT4G19170.1	CCD4	4	canonical	85.0	65.6009440000002	-0.2178151260504206	6.423738288879394	99.59	2568.624	nine-cis-epoxycarotenoid dioxygenase 4	0.99666584
AT4G19180.1	APY7	4	canonical	26.0	81.68227270000052	-0.1998648648648651	9.5025915145874	100.0	71.4997	GDA1/CD39 nucleoside phosphatase family protein	0.99999917
AT4G19185.1	WTR35	4	canonical	9.0	42.875264	0.6484924623115584	9.130157661437988	100.0	56.6043	nodulin MtN21 /EamA-like transporter family protein	0.98666584
AT4G19190.1	Y4919	4	canonical	35.0	69.14625530000025	-1.6065546218487357	9.378683280944824	100.0	123.4481	zinc knuckle (CCHC-type) family protein	0.9266659
AT4G19200.1	Q9M0L8	4	canonical	10.0	17.744305699999998	-0.9134078212290516	9.745121574401852	100.0	2516.7241	proline-rich family protein	0.96333253
AT4G19210.1	AB2E	4	canonical	121.0	68.38907210000022	-0.274214876033058	8.211676597595215	100.0	265.617	RNAse l inhibitor protein 2	0.99999917
AT4G19350.1	Q8LAF5	4	canonical	11.0	20.5419929	-0.6061111111111116	5.315832710266113	100.0	147.4831	embryo defective 3006	0.9899992
AT4G19380.2	A0A1P8B6G2	4	canonical	24.0	84.84521450000042	-0.2757812500000002	7.946840476989746	91.75	130.1918	Long-chain fatty alcohol dehydrogenase family protein	0.98666584
AT4G19390.1	Q94JM4	4	canonical	6.0	30.042662100000044	0.3813186813186811	9.29842014312744	99.88	171.8295	Uncharacterized protein family (UPF0114)	0.9733325
AT4G19410.2		4	canonical	118.0	55.832403700000135	-0.0413926499032881	9.227247047424315	100.0	350.8438	Pectinacetylesterase family protein	0.99999917
AT4G19420.1	PAE8	4	canonical	33.0	44.43882150000007	-0.0612090680100755	8.974015235900882	99.88	754.5415	Pectinacetylesterase family protein	0.99666584
AT4G19440.1	PP325	4	canonical	27.0	94.6161612000006	-0.0606205250596659	8.581918525695801	99.96	59.1518	Tetratricopeptide repeat (TPR)-like superfamily protein	0.9833325
AT4G19450.1	Q8H132	4	canonical	11.0	62.59705130000021	0.5816433566433586	5.992159843444824	99.98	225.8714	Major facilitator superfamily protein	0.99666584
AT4G19460.1	F4JT73	4	canonical	11.0	57.92972780000008	-0.2637596899224804	8.662246131896975	97.13	394.1453	UDP-Glycosyltransferase superfamily protein	0.99999917
AT4G19490.1	VPS54	4	canonical	70.0	113.86352670000085	-0.2124758220502902	5.842900657653809	99.96	189.7198	VPS54	0.99999917
AT4G19500.1	RPP2A	4	canonical	41.0	148.97414650000084	-0.1625668449197856	5.720981025695801	94.66	286.1523	nucleoside-triphosphatase/transmembrane receptor/nucleotide binding/ATP binding protein	0.9899992
AT4G19510.4		4	canonical	51.0	142.96561090000094	-0.321651964715315	6.364966773986816	99.74	302.868	Disease resistance protein (TIR-NBS-LRR class)	0.99999917
AT4G19520.1	RPP2C	4	canonical	9.0	196.9038806000004	-0.181364678899082	8.638328361511231	92.12	424.7487	disease resistance protein (TIR-NBS-LRR class) family	0.99999917
AT4G19530.2	RPP2D	4	canonical	32.0	135.14176800000084	-0.3745164003364152	7.787216758728027	97.13	232.9024	disease resistance protein (TIR-NBS-LRR class) family	0.99666584
AT4G19540.1	O49472	4	canonical	18.0	33.42559870000002	0.0261980830670926	8.721170234680176	99.96	100.3328	INDH1(iron-sulfur protein required for NADH dehydrogenase)	0.99666584
AT4G19590.1	O49477	4	canonical	3.0	39.16447570000005	-1.2330434782608686	9.416010475158693	94.41	77.6525	Chaperone DnaJ-domain superfamily protein	0.5533329
AT4G19600.1	CCT14	4	canonical	42.0	60.70913830000018	-0.8125693160813308	6.108679771423339	100.0	119.5755	Cyclin family protein	0.99999917
AT4G19610.1	F4JT92	4	canonical	65.0	91.5630036000006	-0.7765931372549005	6.662689399719239	99.98	93.2648	nucleotide/nucleic acid binding protein	0.99999917
AT4G19640.1	RAF2B	4	canonical	20.0	21.872624	-0.1344999999999999	5.912414741516113	100.0	393.2455	Ras-related small GTP-binding family protein	0.99999917
AT4G19650.2	A0A178V165	4	canonical	15.0	68.62621860000014	-0.2271959459459465	9.2986780166626	99.91	34.3662	Mitochondrial transcription termination factor family protein	0.9899992
AT4G19660.1	NPR4	4	canonical	4.0	65.11382700000019	-0.3665505226480837	5.8477888107299805	99.98	125.9555	NPR1-like protein 4	0.99999917
AT4G19670.1	O81849	4	canonical	4.0	60.34214310000019	-0.3877819548872179	4.482914161682129	100.0	142.9053	RING/U-box superfamily protein	0.9933325
AT4G19680.1	IRT2	4	canonical	2.0	27.694245900000027	0.591439688715953	6.434424018859862	51.82	378.7748	iron regulated transporter 2	0.9266659
AT4G19690.2	IRT1	4	canonical	19.0	36.72629640000001	0.7596541786743525	6.690540504455567	59.76	2681.5034	iron-regulated transporter 1	0.42999968
AT4G19710.2	AKH2	4	canonical	125.0	100.24863760000086	-0.0736899563318778	7.229942512512207	100.0	130.7996	aspartate kinase-homoserine dehydrogenase ii	0.9899992
AT4G19720.1	F4JTY4	4	canonical	29.0	40.081503800000064	-0.3033057851239673	6.394068336486817	65.8	337.2061	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.99999917
AT4G19800.1	O81861	4	canonical	8.0	44.35668540000001	-0.2316582914572867	4.50627498626709	12.23	145.3472	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.7166661
AT4G19810.1	CHIC	4	canonical	36.0	41.127534200000014	-0.0989445910290238	8.913801765441896	95.79	793.9426	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.9133326
AT4G19830.1	FK171	4	canonical	9.0	24.7126714	-0.0266375545851528	9.335424995422365	99.91	56.4356	FKBP-like peptidyl-prolyl cis-trans isomerase family protein	0.95333254
AT4G19840.1	P2A01	4	canonical	18.0	28.101166900000024	-0.4691056910569111	9.178766822814945	96.93	902.2247	phloem protein 2-A1	0.9166659
AT4G19850.2	F4JTZ6	4	canonical	4.0	25.57682770000004	-0.5531818181818186	6.1099870681762685	86.8	45.1532	lectin-like protein	0.48999962
AT4G19860.1	LCAT4	4	canonical	20.0	60.429894699999984	-0.2607476635514019	5.038344764709472	100.0	690.0771	alpha/beta-Hydrolases superfamily protein	0.99999917
AT4G19880.1	Q8H121	4	canonical	76.0	40.575129900000015	-0.5008426966292135	6.891295814514161	100.0	1554.6357	Glutathione S-transferase family protein	0.99999917
AT4G19890.1	PP326	4	canonical	11.0	78.9829234000004	-0.051925820256776	8.46929225921631	99.84	35.4904	Pentatricopeptide repeat (PPR-like) superfamily protein	0.9933325
AT4G19900.1	Y4990	4	canonical	15.0	73.48929920000035	-0.583850931677018	5.369943428039551	99.95	60.6713	alpha 1%2C4-glycosyltransferase family protein	0.99666584
AT4G19905.1	DF164	4	canonical	3.0	8.562056999999998	0.4118421052631578	8.042898368835449	5.32	2822.4243	low-molecular-weight cysteine-rich 38	0.89999926
AT4G19950.1	Q6DBH7	4	canonical	3.0	35.885330400000015	0.9682242990654216	6.487454795837402	98.77	409.0446	polyadenylate-binding protein 1-B-binding protein	0.6833328
AT4G19960.1	F4JU14	4	canonical	9.0	92.37275520000036	0.2978128797083844	6.904596138000489	99.79	313.417	K+ uptake permease 9	0.9933325
AT4G19970.1	F4JU16	4	canonical	3.0	43.1309248	-0.3347480106100797	8.619632530212403	80.36	93.6146	nucleotide-diphospho-sugar transferase family protein	0.8733326
AT4G19975.1	A0A1P8B5X7	4	canonical	11.0	40.57793140000002	-0.2189265536723164	6.784722709655762	91.75	129.3131	nucleotide-diphospho-sugar transferase family protein	0.8833326
AT4G19985.1	Q940H2	4	canonical	7.0	26.5401475	-0.1843881856540086	7.57990016937256	99.81	126.1338	Acyl-CoA N-acyltransferases (NAT) superfamily protein	0.96666586
AT4G19990.2	F4JU19	4	canonical	7.0	90.32664600000024	-0.7171834625322995	6.247537422180176	99.95	92.5351	FAR1-related sequence 1	0.99999917
AT4G20000.1	O49427	4	canonical	4.0	23.251857099999988	-0.8730769230769229	5.006912803649903	83.66	430.1999	VQ motif-containing protein	0.6299995
AT4G20010.1	OSB2	4	canonical	18.0	41.728945200000005	-0.5568733153638813	8.842435264587401	99.98	102.9629	plastid transcriptionally active 9	0.99999917
AT4G20020.2	MORF1	4	canonical	47.0	43.65704739999994	-0.9795566502463052	7.6257123947143555	99.96	405.5275	multiple organellar RNA editing factor	0.99666584
AT4G20040.1	Q944M6	4	canonical	11.0	52.34896450000003	0.0173913043478261	6.006937980651855	95.77	126.0052	Pectin lyase-like superfamily protein	0.9733325
AT4G20050.1	QRT3	4	canonical	39.0	51.65810390000008	0.0586278586278585	5.647260856628418	95.47	483.1504	Pectin lyase-like superfamily protein	0.96666586
AT4G20060.1	O49433	4	canonical	28.0	127.3139856000008	0.152645502645503	7.916733741760254	99.88	25.9223	ARM repeat superfamily protein	0.9699992
AT4G20070.1	AAH	4	canonical	16.0	56.52358930000008	-0.0415238095238094	5.710636329650879	99.7	110.4585	allantoate amidohydrolase	0.9833325
AT4G20080.1	O49435	4	canonical	17.0	87.77124450000048	-0.1140826873385013	8.625757026672364	15.46	12.4908	Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein	0.31999978
AT4G20090.1	PP327	4	canonical	2.0	74.12307930000028	-0.0448484848484848	8.708469963073732	99.79	19.3704	Pentatricopeptide repeat (PPR) superfamily protein	0.93333256
AT4G20110.1	VSR7	4	canonical	57.0	69.79942260000026	-0.3508799999999999	5.469127464294433	95.91	385.9207	VACUOLAR SORTING RECEPTOR 7	0.99999917
AT4G20130.1	PTA14	4	canonical	36.0	55.61002580000012	-0.3447204968944097	5.399727058410644	99.96	138.0698	plastid transcriptionally active 14	0.99999917
AT4G20140.1	GSO1	4	canonical	26.0	137.28652590000075	-0.1062449959967976	5.46065845489502	98.77	794.2883	Leucine-rich repeat transmembrane protein kinase	0.99999917
AT4G20150.1	Q94AL6	4	canonical	18.0	9.207646699999994	-0.1999999999999999	8.076615333557129	100.0	708.3234	excitatory amino acid transporter	0.99999917
AT4G20160.2	A0A1P8B5T0	4	canonical	49.0	137.06884610000057	-1.1064303380049452	5.215170860290527	56.05	97.239	golgin family A protein	0.8833326
AT4G20170.1	GALS3	4	canonical	12.0	57.78210570000014	-0.3019841269841269	8.658700370788573	99.98	206.3385	glycosyltransferase family protein (DUF23)	0.9799992
AT4G20210.1	TPS08	4	canonical	20.0	69.09382040000021	-0.266666666666667	6.151763725280761	56.32	100.1404	Terpenoid cyclases/Protein prenyltransferases superfamily protein	0.8799993
AT4G20230.1	TPS09	4	canonical	29.0	70.4365263000002	-0.2477759472817135	6.439027976989746	87.24	184.0446	terpenoid synthase superfamily protein	0.98666584
AT4G20240.1	C71AR	4	canonical	8.0	51.9636451000001	-0.1940133037694015	6.073155403137206	72.57	295.0431	cytochrome P450%2C family 71%2C subfamily A%2C polypeptide 27	0.95333254
AT4G20260.1	PCAP1	4	canonical	210.0	24.58350760000001	-0.7057777777777776	4.994408226013182	99.96	2771.4264	plasma-membrane associated cation-binding protein 1	0.9833325
AT4G20270.1	BAME3	4	canonical	21.0	110.28213930000062	-0.0371975806451612	6.124594688415527	99.7	350.0612	Leucine-rich receptor-like protein kinase family protein	0.99999917
AT4G20280.1	TAF11	4	canonical	9.0	23.699675300000013	-0.8723809523809521	5.38659725189209	99.95	186.0675	TBP-associated factor 11	0.9899992
AT4G20300.1	F4JUU4	4	canonical	16.0	38.13311139999997	-1.1790560471976392	10.834314918518068	100.0	258.6223	Serine/Threonine-kinase%2C putative (DUF1639)	0.9899992
AT4G20320.1	Q0WRY1	4	canonical	22.0	65.93235110000019	-0.176214405360134	8.690032005310059	99.95	871.477	CTP synthase family protein	0.99666584
AT4G20325.1	A8MRG8	4	canonical	6.0	31.51981360000004	-0.4989169675090253	6.365194129943848	99.91	60.1683	ribonuclease H2 subunit B	0.9833325
AT4G20330.1	Q9SUP3	4	canonical	30.0	32.42955930000001	-0.74020979020979	9.459977912902833	100.0	118.7095	Transcription initiation factor TFIIE%2C beta subunit	0.99666584
AT4G20340.1	F4JUV3	4	canonical	21.0	54.57542000000015	-0.9025263157894724	4.954677772521971	99.95	85.1664	Transcription factor TFIIE%2C alpha subunit	0.99999917
AT4G20350.2	Q9SUP1	4	canonical	3.0	27.30666640000001	-0.3717842323651454	5.837444114685058	99.72	63.9011	oxidoreductase	0.96333253
AT4G20360.1	EFTU	4	canonical	368.0	51.62955680000002	-0.1199579831932775	5.838353538513183	100.0	3429.6163	RAB GTPase homolog E1B	0.99999917
AT4G20370.1	TSF	4	canonical	3.0	19.688109499999992	-0.2834285714285714	7.763717460632326	49.32	86.7068	PEBP (phosphatidylethanolamine-binding protein) family protein	0.3099998
AT4G20380.1	LSD1	4	canonical	6.0	19.562394599999998	-0.1391304347826087	8.814584922790527	100.0	241.1998	LSD1 zinc finger family protein	0.9799992
AT4G20390.1	CSPLQ	4	canonical	4.0	21.14807330000001	0.7649746192893395	10.223541450500488	97.76	1073.5468	Uncharacterized protein family (UPF0497)	0.8633326
AT4G20400.1	JMJ14	4	canonical	82.0	108.15452690000082	-0.5954926624737933	6.491490364074706	99.98	77.9609	JUMONJI 14	0.99999917
AT4G20410.1	SNAG	4	canonical	28.0	32.36004840000003	-0.4587628865979387	4.862200736999512	100.0	117.7155	gamma-soluble NSF attachment protein	0.9899992
AT4G20430.1	SBT22	4	canonical	28.0	91.81396820000067	-0.042406542056075	8.979430580139162	99.79	80.4692	Subtilase family protein	0.97666585
AT4G20440.1	Q9SUN5	4	canonical	22.0	27.139432799999906	-0.6498054474708165	11.16961498260498	100.0	717.3479	small nuclear ribonucleoprotein associated protein B	0.99999917
AT4G20450.1	Y4245	4	canonical	9.0	100.69069680000068	-0.300445434298441	5.447017097473144	65.82	54.0941	Leucine-rich repeat protein kinase family protein	0.9466659
AT4G20460.1	ARAE3	4	canonical	39.0	45.15435360000002	-0.2124087591240875	9.080065727233888	99.91	222.9932	NAD(P)-binding Rossmann-fold superfamily protein	0.9499992
AT4G20480.1	Q8H1G2	4	canonical	3.0	29.212998000000017	0.1034482758620689	8.55999927520752	97.88	245.2329	Putative endonuclease or glycosyl hydrolase	0.93333256
AT4G20680.1	CRR40	4	canonical	10.0	31.03668150000003	-0.2838827838827839	9.21345081329346	4.0	17.391	cysteine-rich repeat secretory protein%2C putative (DUF26)	0.47999963
AT4G20720.1	F4JVM4	4	canonical	88.0	79.82571640000052	-0.7865569272976668	4.371396064758301	99.95	26.4744	dentin sialophosphoprotein-like protein	0.99999917
AT4G20740.1	PP328	4	canonical	11.0	82.42881550000044	-0.168913342503439	8.255128288269042	99.93	26.0297	Pentatricopeptide repeat (PPR-like) superfamily protein	0.9933325
AT4G20760.1	Q941A7	4	canonical	38.0	32.47884220000002	-0.2161073825503355	9.64036045074463	99.96	85.0676	NAD(P)-binding Rossmann-fold superfamily protein	0.99999917
AT4G20770.1	PP329	4	canonical	11.0	86.3763003000005	-0.0541343669250645	6.344050025939941	98.73	12.5601	Pentatricopeptide repeat (PPR) superfamily protein	0.846666
AT4G20780.1	CML42	4	canonical	23.0	21.147184799999987	-0.5397905759162306	4.589259910583496	99.38	1262.8039	calmodulin like 42	0.7399994
AT4G20790.1	Q9SVG8	4	canonical	2.0	59.72506450000013	-0.0980694980694982	7.079546546936036	5.92	4.9328	Leucine-rich repeat protein kinase family protein	0.03666667
AT4G20800.1	BBE17	4	canonical	24.0	58.84601120000005	-0.159090909090909	9.12886829376221	17.03	509.9227	FAD-binding Berberine family protein	0.99666584
AT4G20820.1	BBE18	4	canonical	24.0	60.391547400000086	-0.1870300751879699	8.96286220550537	96.32	148.5323	FAD-binding Berberine family protein	0.9899992
AT4G20830.1	RETOL	4	canonical	108.0	63.55829430000007	-0.1512280701754386	9.605676460266114	99.91	282.6196	FAD-binding Berberine family protein	0.98666584
AT4G20840.1	BBE21	4	canonical	53.0	60.14294440000005	-0.1614100185528756	9.072780799865722	99.74	225.9005	FAD-binding Berberine family protein	0.99666584
AT4G20850.1	TPPII	4	canonical	379.0	152.36613360000058	-0.3688405797101435	5.767020606994628	100.0	391.2532	tripeptidyl peptidase ii	0.99999917
AT4G20860.1	BBE22	4	canonical	64.0	60.40880190000012	-0.2818867924528301	9.136733436584477	96.03	2355.3692	FAD-binding Berberine family protein	0.9833325
AT4G20870.1	FAH2	4	canonical	6.0	27.310574500000023	0.1261603375527421	9.022882270812984	100.0	373.0778	fatty acid hydroxylase 2	0.99666584
AT4G20880.1	Q9SUC4	4	canonical	9.0	45.667304200000025	-0.4076543209876545	8.478253364562988	100.0	740.0055	ethylene-responsive nuclear protein / ethylene-regulated nuclear protein (ERT2)	0.99999917
AT4G20890.1	TBB9	4	canonical	310.0	49.65743420000016	-0.3315315315315317	4.68918285369873	100.0	1617.3115	tubulin beta-9 chain	0.99999917
AT4G20910.1	HEN1	4	canonical	50.0	104.45314340000074	-0.412101910828025	5.292642402648925	99.95	69.2085	double-stranded RNA binding protein-related / DsRBD protein-like protein	0.99999917
AT4G20920.1	F4JVP4	4	canonical	4.0	82.85243610000046	-0.3185733512786002	5.943733024597168	92.17	24.3892	double-stranded RNA-binding domain (DsRBD)-containing protein	0.8633326
AT4G20930.1	3HIDH	4	canonical	24.0	37.36414480000004	-0.1429394812680114	6.9972436904907225	99.79	122.3945	6-phosphogluconate dehydrogenase family protein	0.9799992
AT4G20940.1	GHR1	4	canonical	39.0	112.04088460000092	-0.1103182256509164	5.848925590515137	99.44	273.0548	Leucine-rich receptor-like protein kinase family protein	0.99999917
AT4G20960.1	RIBD	4	canonical	41.0	46.67314480000006	-0.0511737089201877	6.040984535217285	99.98	109.1186	Cytidine/deoxycytidylate deaminase family protein	0.98666584
AT4G20970.1	BH162	4	canonical	2.0	21.57632790000001	-0.4442105263157899	6.80035343170166	75.6	261.2838	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	0.3999997
AT4G20980.1	EIF3D	4	canonical	111.0	66.72368300000021	-0.6719120135363776	5.544836997985839	100.0	273.8327	Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)	0.99999917
AT4G21020.1	Q9SUB2	4	canonical	81.0	29.422127100000026	-1.2906015037593972	7.61468563079834	46.61	4590.8129	Late embryogenesis abundant protein (LEA) family protein	0.88666594
AT4G21060.1	F4JIK9	4	canonical	14.0	84.29676890000037	-0.3261808367071523	8.673334693908693	99.93	61.4825	Galactosyltransferase family protein	0.99999917
AT4G21065.1	PP330	4	canonical	3.0	67.10004390000012	-0.0366386554621848	8.09672946929932	99.7	34.1547	Tetratricopeptide repeat (TPR)-like superfamily protein	0.95333254
AT4G21070.1	BRCA1	4	canonical	20.0	103.92079560000091	-0.6843783209351748	9.18044300079346	99.72	281.1474	breast cancer susceptibility1	0.99666584
AT4G21090.1	MFDX2	4	canonical	11.0	22.121020200000007	-0.4010152284263964	6.3879297256469725	100.0	63.5247	MITOCHONDRIAL FERREDOXIN 2	0.9899992
AT4G21100.1	DDB1B	4	canonical	97.0	121.1778358000009	-0.0856617647058824	5.176236152648924	99.96	50.108	damaged DNA binding protein 1B	0.99999917
AT4G21105.1	Q944S8	4	canonical	19.0	7.683990899999998	-0.2455882352941175	9.89726696014404	100.0	1022.4956	cytochrome-c oxidase/ electron carrier	0.99666584
AT4G21110.1	O49553	4	canonical	20.0	17.186538899999995	-0.8289655172413797	8.454722404479984	100.0	228.2086	G10 family protein	0.9266659
AT4G21120.1	CAAT1	4	canonical	14.0	64.8462276000003	0.5185185185185198	7.937814903259277	95.36	358.0933	amino acid transporter 1	0.9366659
AT4G21140.1	F4JIM4	4	canonical	4.0	27.00221380000002	-0.6366255144032916	10.24797496795654	99.89	280.2347	copper ion-binding protein	0.9566659
AT4G21150.1	RPN2	4	canonical	125.0	74.66721890000046	0.1657018813314035	7.162531471252441	99.98	234.7804	ribophorin II (RPN2) family protein	0.9933325
AT4G21160.1	AGD12	4	canonical	31.0	37.14477660000004	-0.3017804154302672	5.124740028381347	100.0	111.5674	Calcium-dependent ARF-type GTPase activating protein family	0.9933325
AT4G21180.1	DNJ29	4	canonical	48.0	74.82382370000036	-0.3316187594553713	5.448608589172363	99.96	95.9843	DnaJ / Sec63 Brl domains-containing protein	0.99666584
AT4G21190.1	PP332	4	canonical	6.0	35.480542700000065	-0.5605863192182412	6.431184196472167	99.91	150.548	Pentatricopeptide repeat (PPR) superfamily protein	0.9933325
AT4G21192.1	Q0WSU0	4	canonical	6.0	9.585133899999994	-0.8775000000000001	9.001994514465334	99.96	88.4974	Cytochrome c oxidase biogenesis protein Cmc1-like protein	0.98666584
AT4G21210.1	PDRP1	4	canonical	57.0	43.68305680000002	-0.3163771712158814	6.933981895446778	99.56	438.5508	PPDK regulatory protein	0.9699992
AT4G21220.1	LPXD2	4	canonical	10.0	32.33055700000003	0.0703947368421053	8.47077503204346	99.74	18.4024	Trimeric LpxA-like enzymes superfamily protein	0.8833326
AT4G21230.1	CRK27	4	canonical	10.0	71.93431690000024	-0.1426791277258566	6.262372398376464	96.09	54.9822	cysteine-rich RLK (RECEPTOR-like protein kinase) 27	0.88666594
AT4G21270.1	KN14C	4	canonical	41.0	89.04637890000062	-0.6654476670870101	6.798591423034667	98.63	98.6474	kinesin 1	0.99666584
AT4G21280.1	PSBQ1	4	canonical	180.0	23.79483490000001	-0.319730941704036	9.643519401550291	99.21	4728.1349	photosystem II subunit QA	0.9366659
AT4G21300.1	PP333	4	canonical	8.0	95.74027280000058	0.1078179696616102	8.172093009948732	99.58	39.0056	Tetratricopeptide repeat (TPR)-like superfamily protein	0.7499994
AT4G21320.1	HSA32	4	canonical	14.0	32.63985650000004	-0.3482517482517487	5.736384391784668	99.79	1487.7257	Aldolase-type TIM barrel family protein	0.9366659
AT4G21323.1	SBT31	4	canonical	4.0	86.53746090000051	-0.0778331257783313	6.356213569641112	97.66	137.4123	Subtilase family protein	0.99999917
AT4G21326.1	A0A2H1ZEN8	4	canonical	20.0	74.7318886000003	-0.0305475504322766	5.44400463104248	99.52	398.2184	subtilase 3.12	0.99999917
AT4G21380.1	SD18	4	canonical	40.0	96.46480460000066	-0.2863529411764703	7.734445381164551	97.48	121.9218	receptor kinase 3	0.99666584
AT4G21390.1	B120	4	canonical	23.0	95.1671209000006	-0.2356890459363957	6.446530723571777	94.66	551.7001	S-locus lectin protein kinase family protein	0.9933325
AT4G21410.3	CRK29	4	canonical	28.0	75.71910750000025	-0.2016200294550813	6.8062646865844725	99.96	426.0307	cysteine-rich RLK (RECEPTOR-like protein kinase) 29	0.99999917
AT4G21430.1	Q8H1S7	4	canonical	27.0	105.14170930000076	-0.69212513484358	8.734450721740721	99.96	154.7712	protein B160	0.99999917
AT4G21445.1	Q8W1B3	4	canonical	11.0	17.617760899999993	-0.496753246753247	6.592720603942872	92.51	184.162	receptor-interacting protein	0.5533329
AT4G21450.1	VAP42	4	canonical	45.0	32.963733900000015	-0.8823728813559318	9.386483955383298	100.0	491.5508	PapD-like superfamily protein	0.99999917
AT4G21460.1	Q683K3	4	canonical	51.0	47.55373400000006	-0.8361445783132514	4.962578392028808	100.0	62.0323	Ribosomal protein S24/S35	0.99999917
AT4G21470.1	FHYRK	4	canonical	36.0	42.10991280000001	-0.2015831134564645	5.974312400817872	100.0	284.0985	riboflavin kinase/FMN hydrolase	0.99999917
AT4G21480.1	STP12	4	canonical	8.0	55.56602510000011	0.6448207171314743	9.227891731262208	99.54	1015.8352	sugar transporter protein 12	0.9833325
AT4G21490.1	NDB3	4	canonical	52.0	65.16371290000015	-0.3293103448275866	8.589203453063966	80.01	169.4059	NAD(P)H dehydrogenase B3	0.9466659
AT4G21520.1	Q8H1R6	4	canonical	18.0	47.54270000000005	-0.5574117647058825	4.756366539001465	99.95	49.5139	Transducin/WD40 repeat-like superfamily protein	0.99999917
AT4G21530.1	APC4	4	canonical	26.0	87.41890250000057	-0.188545688545689	4.8646448135375975	99.93	31.8414	Transducin/WD40 repeat-like superfamily protein	0.99666584
